Date,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Daging Ayam,Daging Ayam Ras Segar (kg),Daging Sapi,Daging Sapi Kualitas 1 (kg),Daging Sapi Kualitas 2 (kg),Telur Ayam,Telur Ayam Ras Segar(kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg),Minyak Goreng,Minyak Goreng Curah (kg),Minyak Goreng Kemasan Bermerk 1 (kg),Minyak Goreng Kemasan Bermerk 2 (kg),Gula Pasir,Gula Pasir Kualitas Premium (kg),Gula Pasir Lokal (kg)
18/02/2021,11800,10750,10500,11800,11600,13100,12700,34700,34700,119600,123250,113950,26000,26000,32900,32900,28950,28950,48000,47300,49300,72000,62550,80600,14500,13600,15150,14550,14400,15700,13450
19/02/2021,11800,10800,10500,11800,11600,13100,12700,34750,34750,119600,123250,113900,26000,26000,32850,32850,28950,28950,47600,47350,48750,72100,62250,81100,14500,13600,15150,14500,14350,15650,13450
22/02/2021,11800,10800,10500,11800,11600,13100,12700,34650,34650,119600,123300,113950,25900,25900,33300,33300,29250,29250,47100,47300,48100,73500,61850,84550,14500,13600,15150,14550,14300,15600,13400
23/02/2021,11800,10800,10500,11800,11600,13100,12700,34600,34600,119600,123300,113900,25800,25800,33500,33500,29200,29200,46600,46700,47800,73900,60550,86150,14500,13600,15150,14550,14300,15600,13400
24/02/2021,11800,10800,10500,11850,11600,13100,12700,34550,34550,119600,123300,113900,25750,25750,33650,33650,29350,29350,46400,46450,47600,74850,62000,87350,14500,13600,15150,14550,14300,15600,13400
25/02/2021,11800,10800,10500,11800,11600,13100,12700,34500,34500,119600,123250,113850,25850,25850,33750,33750,29400,29400,46350,46150,47700,75300,61000,88750,14500,13600,15150,14550,14300,15600,13400
26/02/2021,11800,10800,10500,11800,11600,13100,12700,34450,34450,119800,123400,114150,25800,25800,33850,33850,29500,29500,46500,46100,48000,75450,61400,88900,14550,13600,15150,14550,14300,15600,13400
01/03/2021,11800,10800,10500,11800,11600,13150,12750,34300,34300,119550,123250,113850,25750,25750,34250,34250,29450,29450,46800,45900,48300,76600,62800,91000,14550,13650,15150,14550,14300,15600,13450
02/03/2021,11800,10800,10500,11800,11650,13150,12750,34450,34450,119500,123100,113800,25750,25750,34400,34400,29500,29500,47000,45900,48600,77350,62950,92350,14550,13650,15200,14550,14300,15600,13450
03/03/2021,11800,10800,10500,11800,11600,13100,12750,34450,34450,119600,123300,113900,25750,25750,34650,34650,29550,29550,47350,46350,48850,78050,61700,94350,14550,13650,15200,14550,14350,15600,13450
04/03/2021,11800,10800,10500,11800,11600,13100,12750,34550,34550,119550,123250,113800,25750,25750,34750,34750,29600,29600,47200,46200,48800,78000,61550,94150,14550,13650,15200,14550,14300,15600,13450
05/03/2021,11800,10800,10500,11850,11600,13100,12750,34700,34700,119600,123300,113850,25750,25750,34800,34800,29500,29500,47550,46700,49000,78300,62950,94350,14550,13650,15200,14550,14300,15600,13400
08/03/2021,11800,10800,10500,11800,11600,13100,12700,34850,34850,119600,123250,114000,25700,25700,35200,35200,29450,29450,47950,47150,49300,77300,61250,93700,14600,13700,15200,14600,14300,15600,13400
09/03/2021,11800,10800,10500,11800,11600,13100,12700,34850,34850,119500,123150,113900,25750,25750,35250,35250,29550,29550,48400,47150,49850,77450,61150,94100,14600,13700,15200,14600,14300,15600,13400
10/03/2021,11800,10800,10500,11800,11600,13100,12700,34850,34850,119450,123100,113850,25700,25700,35200,35200,29500,29500,48300,46750,49850,77850,61450,94550,14600,13700,15200,14600,14300,15600,13400
12/03/2021,11800,10800,10500,11850,11650,13100,12750,35050,35050,119300,123000,113600,25700,25700,35300,35300,29400,29400,48650,47100,50300,77100,59750,95100,14550,13650,15200,14600,14250,15550,13400
15/03/2021,11800,10800,10500,11800,11600,13100,12750,34900,34900,119350,122950,113750,25450,25450,35350,35350,29650,29650,49400,47550,51200,77900,59150,97600,14600,13750,15200,14600,14300,15600,13350
16/03/2021,11800,10800,10500,11800,11600,13100,12750,34850,34850,119200,122800,113750,25400,25400,35350,35350,29600,29600,49300,47250,51250,78550,58300,99100,14600,13750,15250,14600,14300,15600,13350
17/03/2021,11800,10800,10500,11800,11600,13100,12700,34950,34950,119200,122850,113800,25300,25300,35350,35350,29700,29700,49350,46800,51700,78650,58350,99350,14650,13750,15250,14650,14300,15600,13350
18/03/2021,11850,11300,10500,11800,11600,13100,12700,34900,34900,119200,122800,113750,25250,25250,35250,35250,29700,29700,49300,46750,51650,78950,58700,100100,14650,13800,15250,14650,14300,15600,13350
19/03/2021,11800,10800,10500,11800,11600,13100,12700,34950,34950,119200,122850,113750,25300,25300,35400,35400,29800,29800,49200,46800,51650,79100,58600,100400,14650,13850,15250,14650,14300,15600,13350
22/03/2021,11800,10800,10450,11800,11600,13100,12700,34800,34800,119250,122900,113750,25150,25150,35300,35300,29700,29700,48900,46950,51050,79100,58750,100050,14700,13850,15250,14700,14300,15600,13350
23/03/2021,11800,10750,10450,11800,11600,13100,12700,34700,34700,119300,122750,114000,25100,25100,35100,35100,29600,29600,48900,47000,51200,79050,59700,99850,14700,13850,15300,14650,14300,15700,13350
24/03/2021,11800,10800,10500,11800,11600,13100,12700,34650,34650,119300,122950,113800,25100,25100,35100,35100,29700,29700,49300,47500,51350,78250,57600,99600,14700,13900,15250,14700,14250,15550,13350
25/03/2021,11800,10800,10450,11800,11600,13100,12700,34500,34500,119300,122950,113800,25000,25000,35000,35000,29700,29700,49500,48000,51400,77900,58950,98250,14700,13900,15300,14700,14250,15550,13350
26/03/2021,11800,10800,10450,11800,11600,13100,12700,34400,34400,119300,122950,113800,24950,24950,34900,34900,29750,29750,49950,48350,51750,77450,58550,97200,14700,13900,15300,14700,14300,15600,13350
29/03/2021,11800,10800,10450,11800,11600,13050,12700,34400,34400,119350,123000,113850,24700,24700,34700,34700,29800,29800,50200,49100,51650,76300,58100,94900,14700,13850,15300,14700,14300,15600,13350
30/03/2021,11800,10750,10450,11800,11550,13100,12700,34450,34450,119300,122950,113850,24650,24650,34650,34650,29950,29950,50050,49200,51250,75150,58050,92950,14700,13850,15300,14700,14300,15600,13350
31/03/2021,11800,10800,10450,11800,11550,13050,12700,34550,34550,119550,123200,113700,24600,24600,34550,34550,29900,29900,50200,49900,50950,73900,57750,90250,14700,13850,15300,14700,14300,15550,13450
01/04/2021,11800,10750,10450,11800,11600,13050,12700,34750,34750,119650,123250,113850,24700,24700,34400,34400,29900,29900,50100,49850,50950,73250,57300,88850,14750,13850,15300,14750,14250,15600,13350
05/04/2021,11800,10750,10450,11800,11600,13050,12700,35350,35350,119650,123300,113850,24800,24800,34050,34050,30000,30000,50950,51450,51150,72000,57450,86750,14750,13850,15350,14750,14250,15550,13350
06/04/2021,11800,10750,10450,11800,11600,13050,12700,35550,35550,119650,123250,113900,24850,24850,34050,34050,30000,30000,51000,51300,51400,72250,57300,87150,14750,13850,15350,14800,14250,15550,13350
07/04/2021,11800,10750,10450,11800,11600,13050,12700,35950,35950,119650,123250,113900,25050,25050,33900,33900,30000,30000,50650,51600,50750,71400,57450,85000,14800,13900,15350,14800,14250,15550,13350
08/04/2021,11800,10750,10450,11800,11600,13100,12700,36250,36250,119750,123350,113950,25200,25200,33850,33850,29950,29950,50750,51650,50800,70800,56600,84400,14800,13900,15400,14800,14250,15550,13350
09/04/2021,11800,10750,10450,11800,11600,13050,12700,36500,36500,120150,123750,114450,25300,25300,33850,33850,30000,30000,50400,51400,50400,71200,57550,84850,14800,13900,15400,14800,14250,15550,13350
12/04/2021,11800,10750,10450,11800,11600,13050,12700,37650,37650,122850,126600,116850,25800,25800,34250,34250,30200,30200,52350,53150,51600,70400,56800,84100,14800,13900,15400,14800,14250,15550,13350
13/04/2021,11800,10750,10450,11800,11600,13050,12700,37800,37800,123200,126800,117750,25950,25950,34200,34200,30100,30100,52050,53000,51500,69750,56250,82800,14800,13900,15400,14850,14250,15550,13350
14/04/2021,11800,10750,10450,11800,11600,13050,12700,37800,37800,122850,126450,116700,26100,26100,34200,34200,30150,30150,52850,54400,52200,69500,56050,82900,14800,13900,15400,14850,14250,15550,13350
15/04/2021,11800,10750,10450,11800,11600,13050,12700,37800,37800,122450,126100,116250,26150,26150,34200,34200,30200,30200,53250,55950,52050,70000,56900,83700,14800,13900,15400,14850,14250,15550,13350
16/04/2021,11800,10750,10450,11800,11600,13050,12700,37750,37750,122050,125750,116100,26150,26150,34150,34150,30200,30200,52650,54400,52050,71300,58100,85650,14800,13900,15400,14850,14250,15550,13350
19/04/2021,11800,10750,10450,11800,11600,13050,12700,37300,37300,121750,125450,115800,26250,26250,34050,34050,30200,30200,50050,52250,49650,65900,55900,76100,14850,13900,15400,14850,14250,15550,13350
20/04/2021,11750,10750,10450,11800,11600,13050,12700,37150,37150,121650,125350,115700,26300,26300,33950,33950,30100,30100,49250,51500,48850,64800,55400,74400,14850,13900,15400,14850,14250,15550,13350
21/04/2021,11750,10750,10450,11800,11600,13050,12700,36900,36900,121750,125400,115900,26300,26300,33850,33850,30100,30100,48600,50700,48400,63250,53100,73150,14850,13900,15450,14850,14250,15550,13350
22/04/2021,11800,10750,10450,11800,11600,13050,13000,36750,36750,121750,125400,115900,26300,26300,33700,33700,30150,30150,47250,48850,47400,61700,51600,71250,14850,13900,15450,14900,14250,15550,13350
23/04/2021,11750,10750,10450,11800,11600,13050,12700,36550,36550,121850,125500,116050,26250,26250,33650,33650,30250,30250,46200,47850,46200,60550,50850,69700,14850,13900,15450,14900,14250,15500,13350
26/04/2021,11750,10750,10450,11800,11600,13050,12700,36150,36150,121850,125500,116100,26150,26150,33300,33300,30250,30250,43100,45050,42750,57050,48750,65900,14900,14000,15450,14900,14250,15550,13350
27/04/2021,11750,10750,10450,11800,11600,13050,12650,35950,35950,121850,125550,116100,26100,26100,33250,33250,30200,30200,42000,44350,41650,56200,47750,65200,14900,14000,15450,14950,14250,15550,13350
28/04/2021,11750,10750,10450,11800,11600,13050,12650,35900,35900,121900,125600,116150,26100,26100,33200,33200,30150,30150,41400,43500,41050,56000,47600,65150,14900,14050,15450,14950,14300,15500,13350
29/04/2021,11750,10750,10400,11750,11600,13050,12650,35900,35900,121900,125600,116150,26000,26000,33100,33100,30250,30250,40700,43500,39950,55550,47500,64250,14950,14050,15500,14950,14250,15550,13350
30/04/2021,11750,10750,10400,11800,11550,13050,12650,35900,35900,122000,125800,116000,26000,26000,33100,33100,30200,30200,40150,42950,39250,55000,46850,63850,14950,14100,15500,14950,14250,15550,13350
03/05/2021,11750,10750,10400,11800,11550,13050,12700,36000,36000,122500,126200,116600,25950,25950,32950,32950,30150,30150,39900,42700,39200,53900,45750,63250,14950,14100,15500,14950,14250,15500,13350
04/05/2021,11750,10750,10400,11800,11550,13050,12700,36250,36250,122900,126600,117000,26000,26000,33050,33050,30200,30200,40150,42300,40000,54800,45450,65200,15000,14100,15550,14950,14250,15500,13400
05/05/2021,11750,10750,10400,11800,11550,13050,12650,36550,36550,123100,126950,117150,26050,26050,33150,33150,30300,30300,40300,42750,39900,55400,45950,66000,15000,14150,15550,15000,14250,15500,13400
06/05/2021,11750,10750,10400,11800,11550,13050,12700,36600,36600,123500,127450,117500,26050,26050,33100,33100,30250,30250,40950,43200,40450,55550,45950,66150,15000,14150,15550,14950,14250,15500,13400
07/05/2021,11750,10750,10400,11800,11550,13050,12700,37000,37000,124100,128000,118150,26100,26100,33200,33200,30300,30300,41100,43400,40650,55750,46300,66300,15000,14150,15550,15000,14250,15500,13400
10/05/2021,11750,10700,10400,11750,11550,13050,12650,37950,37950,129650,133750,122900,26200,26200,33650,33650,30450,30450,47500,50550,46400,59800,47600,72800,15050,14250,15600,15050,14250,15450,13400
11/05/2021,11750,10700,10400,11750,11550,13050,12650,39050,39050,133250,137000,126750,26150,26150,33800,33800,30650,30650,48500,52300,47050,62400,48900,77000,15100,14300,15600,15050,14250,15450,13350
17/05/2021,11750,10700,10400,11750,11550,13050,12650,39000,39000,127350,130950,122500,26050,26050,33400,33400,30500,30500,45350,48950,43550,59000,47750,70650,15100,14300,15650,15050,14250,15450,13350
18/05/2021,11750,10700,10400,11750,11550,13050,12650,38900,38900,126850,130450,122000,26000,26000,33300,33300,30450,30450,43500,46100,42500,57950,46950,68900,15100,14300,15650,15100,14250,15450,13350
19/05/2021,11750,10750,10400,11800,11550,13100,12650,38550,38550,126400,130050,121500,26000,26000,33400,33400,30500,30500,42000,44850,40850,56000,46350,65700,15150,14300,15650,15100,14350,15450,13650
20/05/2021,11750,10700,10400,11800,11550,13050,12650,38200,38200,125950,129550,121050,26000,26000,33350,33350,30450,30450,40450,43400,39400,53950,45300,62950,15150,14350,15700,15100,14250,15450,13350
21/05/2021,11750,10700,10400,11800,11550,13050,12650,37850,37850,125300,128900,120300,26000,26000,33350,33350,30450,30450,39500,42450,38400,51650,43500,60300,15150,14400,15700,15100,14250,15450,13350
24/05/2021,11750,10700,10400,11800,11550,13050,12650,37400,37400,124950,128500,120050,25900,25900,33100,33100,30450,30450,37200,40150,36000,49750,42100,57700,15300,14800,15750,15150,14200,15450,13350
25/05/2021,11750,10700,10400,11800,11550,13050,12650,37300,37300,124850,128350,119900,25950,25950,33000,33000,30400,30400,36850,39600,35600,49100,41450,57000,15200,14500,15750,15150,14200,15450,13350
27/05/2021,11750,10700,10400,11750,11550,13050,12650,37150,37150,124450,127950,119500,26000,26000,32900,32900,30450,30450,35850,38600,34850,48050,40750,55250,15200,14500,15700,15150,14200,15450,13350
28/05/2021,11750,10700,10400,11800,11550,13050,12650,37000,37000,124400,127850,119450,26000,26000,32850,32850,30400,30400,35350,38250,34350,47450,40350,54350,15250,14450,15750,15150,14200,15450,13350
31/05/2021,11700,10700,10350,11750,11550,13000,12600,37000,37000,123600,127300,118450,26300,26300,32550,32550,31000,31000,34000,36600,32950,46750,40400,52750,15200,14450,15700,15150,14200,15450,13300
02/06/2021,11750,10700,10350,11750,11550,13050,12650,36950,36950,124050,127650,119050,26350,26350,32350,32350,30300,30300,33850,36350,32850,45850,39850,51700,15200,14450,15700,15200,14200,15450,13300
03/06/2021,11750,10700,10350,11750,11600,13050,12650,36900,36900,124050,127650,119050,26350,26350,32200,32200,30300,30300,33600,36100,32600,45250,39500,50800,15250,14450,15750,15200,14200,15450,13300
04/06/2021,11750,10700,10350,11750,11550,13050,12650,37000,37000,124050,127650,119100,26400,26400,32250,32250,30250,30250,33900,37050,32450,44900,39250,50400,15250,14450,15750,15200,14200,15450,13300
07/06/2021,11750,10700,10350,11750,11550,13050,12650,37050,37050,123850,127450,118900,26500,26500,31900,31900,30150,30150,33850,36800,32500,45450,39800,50900,15250,14450,15800,15200,14200,15500,13300
08/06/2021,11750,10700,10350,11750,11550,13050,12650,37050,37050,123600,127150,118600,26450,26450,31850,31850,30050,30050,33550,36050,32600,45250,39900,50250,15250,14400,15800,15200,14200,15450,13300
09/06/2021,11750,10700,10350,11750,11550,13050,12650,37200,37200,123450,127100,118450,26450,26450,31750,31750,30100,30100,33700,36100,32850,45250,39950,49950,15250,14500,15800,15200,14200,15500,13300
10/06/2021,11700,10700,10350,11750,11550,13050,12650,37300,37300,123600,127100,118700,26450,26450,31800,31800,30050,30050,33700,36050,32850,45200,39950,49850,15250,14500,15800,15200,14200,15500,13300
11/06/2021,11700,10700,10350,11750,11550,13050,12650,37400,37400,123450,127050,118450,26450,26450,31400,31400,30050,30050,33800,36100,32950,45850,40400,50700,15250,14450,15850,15200,14200,15500,13300
14/06/2021,11750,10700,10350,11750,11550,13050,12650,37600,37600,123500,127150,118550,26450,26450,31200,31200,30000,30000,33200,35650,32400,46000,40850,50550,15300,14450,15850,15250,14200,15500,13300
15/06/2021,11750,10700,10350,11750,11550,13050,12650,37700,37700,123500,127150,118500,26450,26450,30950,30950,29950,29950,32650,35050,31850,46250,41100,50750,15300,14500,15850,15250,14200,15500,13300
16/06/2021,11750,10700,10350,11750,11550,13050,12650,37550,37550,123600,127300,118500,26350,26350,30950,30950,29950,29950,32500,34850,31700,46600,41900,50750,15300,14450,15850,15250,14200,15500,13300
17/06/2021,11750,10700,10350,11750,11550,13050,12650,37650,37650,123500,127150,118500,26300,26300,30950,30950,30000,30000,32500,34800,31700,46950,42150,51450,15300,14500,15900,15250,14200,15450,13300
18/06/2021,11750,10700,10350,11750,11550,13050,12650,37550,37550,123500,127150,118500,26300,26300,31000,31000,29950,29950,32400,34850,31600,47650,42350,52750,15300,14450,15900,15300,14200,15450,13300
21/06/2021,11750,10700,10350,11750,11550,13050,12650,37500,37500,123450,127050,118500,26150,26150,30900,30900,29800,29800,32800,35150,32150,50150,43900,56400,15300,14450,15900,15300,14200,15450,13300
22/06/2021,11750,10700,10350,11750,11550,13050,12650,37500,37500,123650,127250,118600,26050,26050,31000,31000,29750,29750,32700,34700,32400,50700,44250,57300,15300,14400,15900,15300,14200,15450,13250
23/06/2021,11750,10700,10350,11750,11550,13050,12650,37500,37500,123650,127250,118600,25950,25950,31050,31050,29750,29750,32850,34600,32750,51150,44650,57650,15350,14400,15950,15300,14200,15450,13250
24/06/2021,11750,10700,10350,11750,11550,13050,12650,37450,37450,123650,127250,118650,25950,25950,31200,31200,29650,29650,32900,34500,32900,51950,45050,58800,15350,14400,15950,15300,14150,15450,13250
25/06/2021,11750,10700,10350,11750,11550,13050,12650,37200,37200,123650,127250,118650,25900,25900,31250,31250,29700,29700,33600,34950,33700,53600,45500,61600,15350,14400,15950,15300,14150,15450,13250
28/06/2021,11750,10700,10350,11750,11550,13050,12650,36700,36700,123450,127100,118350,25850,25850,31600,31600,29800,29800,34050,35050,34300,54900,45850,63550,15350,14350,15950,15350,14150,15450,13250
29/06/2021,11750,10700,10350,11750,11550,13050,12650,36500,36500,123750,127350,118350,25750,25750,31550,31550,29750,29750,34100,35050,34500,55900,46300,65350,15300,14300,15950,15350,14150,15450,13250
30/06/2021,11700,10700,10350,11750,11550,13050,12650,36300,36300,123750,127350,118350,25700,25700,31700,31700,29750,29750,34450,35300,34750,56400,46350,66500,15350,14300,16000,15350,14150,15450,13250
01/07/2021,11750,10700,10350,11750,11600,13050,12650,35950,35950,123900,127450,118500,25650,25650,31750,31750,29800,29800,34850,35700,35150,56700,46550,66600,15300,14200,16000,15400,14150,15450,13200
02/07/2021,11700,10700,10350,11750,11550,13050,12650,35800,35800,123850,127450,118450,25650,25650,31750,31750,29750,29750,35250,35750,35650,56700,46800,66650,15300,14200,16000,15400,14150,15450,13250
05/07/2021,11700,10700,10350,11750,11550,13050,12650,35200,35200,123900,127500,118500,25400,25400,31950,31950,29750,29750,36500,36300,36900,57850,46600,68400,15350,14250,16000,15400,14150,15400,13250
06/07/2021,11750,10700,10350,11750,11550,13050,12650,35000,35000,123900,127500,118450,25400,25400,32100,32100,29750,29750,36450,36150,36950,58350,46800,69000,15350,14250,16000,15350,14150,15400,13250
07/07/2021,11700,10700,10350,11750,11550,13050,12650,34750,34750,123950,127550,118500,25350,25350,32300,32300,29800,29800,37050,36400,37850,58200,46400,69250,15300,14250,16000,15400,14150,15400,13250
08/07/2021,11700,10700,10350,11750,11550,13050,12650,34700,34700,123950,127550,118600,25350,25350,32300,32300,29850,29850,37050,36450,37750,58700,47250,69500,15300,14200,16000,15400,14150,15400,13250
09/07/2021,11700,10700,10350,11750,11550,13050,12650,34450,34450,123950,127550,118550,25300,25300,32400,32400,29900,29900,37300,36150,37900,58800,47150,69850,15300,14200,16000,15400,14150,15400,13250
12/07/2021,11700,10700,10350,11750,11550,13050,12600,33900,33900,124050,127650,118700,25300,25300,32500,32500,29900,29900,37200,36550,37700,59150,47350,70550,15350,14250,16000,15400,14100,15350,13200
13/07/2021,11700,10700,10350,11750,11550,13000,12600,33750,33750,124050,127650,118650,25300,25300,32500,32500,29850,29850,37150,36400,37650,59200,47250,70600,15350,14300,16000,15400,14100,15350,13200
14/07/2021,11700,10650,10350,11750,11500,13000,12600,33550,33550,122350,125900,118700,25350,25350,32550,32550,29850,29850,37200,36400,37800,59100,47100,71100,15350,14300,16000,15400,14100,15350,13200
15/07/2021,11700,10650,10350,11700,11500,13000,12600,33400,33400,123950,127550,118500,25350,25350,32600,32600,29900,29900,37300,36550,37900,58750,47200,70400,15350,14300,16000,15400,14150,15350,13200
16/07/2021,11700,10650,10350,11700,11500,13000,12600,33250,33250,124000,127600,118600,25500,25500,32750,32750,29900,29900,37750,36900,38300,58400,46650,70250,15350,14350,16000,15400,14150,15350,13250
19/07/2021,11700,10650,10350,11700,11550,13000,12600,33750,33750,129150,132750,121550,25800,25800,33650,33650,30150,30150,42350,41400,42700,58950,47900,70300,15400,14350,16000,15400,14100,15350,13250
21/07/2021,11750,10700,10400,11800,11600,13100,12700,33800,33800,127900,131500,120750,25850,25850,34300,34300,30450,30450,43150,42150,43200,59900,49750,71250,15400,14400,16000,15450,14150,15400,13250
22/07/2021,11700,10650,10350,11700,11500,13000,12600,33850,33850,127100,130700,119850,25850,25850,34000,34000,30350,30350,42300,41600,42550,59100,48500,70300,15400,14400,16050,15400,14150,15350,13250
23/07/2021,11700,10650,10350,11700,11500,13000,12600,33750,33750,126650,130250,119400,25900,25900,34250,34250,30350,30350,42250,40950,43050,59200,48700,70150,15400,14450,16050,15400,14150,15350,13250
26/07/2021,11700,10650,10300,11700,11500,13000,12600,33150,33150,124700,128200,118800,26100,26100,34800,34800,30500,30500,38200,38300,38400,54750,46100,63350,15450,14500,16050,15450,14150,15300,13250
27/07/2021,11700,10650,10300,11700,11500,13000,12600,32800,32800,124900,128450,118900,26100,26100,35100,35100,30650,30650,37300,37700,37350,53800,45250,62300,15450,14550,16050,15450,14150,15300,13250
28/07/2021,11750,10650,10300,11700,11500,13500,12600,32650,32650,124850,128450,118900,26150,26150,35350,35350,30600,30600,36500,36700,36650,52550,44350,60700,15500,14600,16050,15450,14150,15300,13250
29/07/2021,11700,10650,10300,11700,11500,13000,12600,32400,32400,124250,127850,118850,26200,26200,35600,35600,30600,30600,35600,36100,35750,51100,43000,58900,15550,14650,16100,15500,14150,15300,13250
30/07/2021,11700,10650,10300,11700,11500,13000,12600,32300,32300,124100,127700,118700,26200,26200,35750,35750,30650,30650,34750,35350,34600,50200,42500,57550,15550,14700,16100,15500,14150,15300,13250
02/08/2021,11700,10650,10300,11700,11500,13000,12600,32100,32100,124050,127600,118750,26200,26200,36100,36100,30850,30850,33200,33600,33100,48550,41150,55650,15600,14800,16150,15500,14150,15300,13250
03/08/2021,11700,10650,10300,11700,11500,13000,12600,32350,32350,124050,127600,118700,26200,26200,36350,36350,30850,30850,32850,33600,32600,47900,40350,55050,15600,14850,16150,15550,14150,15300,13250
04/08/2021,11700,10650,10300,11700,11500,13000,12600,32650,32650,124050,127600,118700,26150,26150,36400,36400,30850,30850,32350,33150,32050,47400,40250,54400,15650,14850,16150,15550,14100,15250,13250
05/08/2021,11700,10650,10300,11700,11500,13000,12600,32650,32650,124050,127600,118700,26150,26150,36350,36350,30850,30850,32450,33200,32000,47300,39950,54300,15650,14900,16150,15550,14100,15250,13250
06/08/2021,11700,10650,10300,11700,11500,13000,12600,32500,32500,124050,127600,118700,26150,26150,36300,36300,30850,30850,31950,32650,31700,47250,39950,53800,15650,14950,16200,15550,14100,15300,13250
09/08/2021,11700,10650,10300,11700,11500,13000,12600,32550,32550,124050,127600,118600,25950,25950,36200,36200,30800,30800,31450,32250,31250,46700,40500,52750,15700,15000,16200,15600,14100,15250,13250
10/08/2021,11700,10650,10300,11700,11500,13000,12600,32850,32850,124050,127600,118600,25900,25900,36150,36150,30800,30800,31400,32300,31200,46100,40300,51850,15700,15000,16200,15600,14100,15250,13250
12/08/2021,11700,10650,10300,11700,11500,13000,12600,32900,32900,124050,127600,118650,25850,25850,35900,35900,30800,30800,31050,31750,30800,45200,39600,50500,15700,15000,16200,15600,14100,15250,13200
13/08/2021,11650,10650,10300,11700,11500,12950,12600,32750,32750,123450,127250,117750,25850,25850,35650,35650,30750,30750,30500,31100,30200,44400,39050,48850,15700,15050,16200,15600,14050,15250,13150
16/08/2021,11700,10650,10300,11700,11500,13000,12600,32500,32500,124000,127550,118600,25700,25700,35050,35050,30600,30600,30150,31200,29650,43500,38250,47700,15750,15100,16200,15600,14050,15300,13200
18/08/2021,11700,10650,10300,11700,11500,13000,12600,32400,32400,124000,127550,118600,25550,25550,34650,34650,30600,30600,30200,30650,29900,42250,37000,46150,15750,15150,16200,15600,14050,15300,13200
19/08/2021,11650,10650,10300,11700,11450,13000,12600,32300,32300,124000,127550,118600,25500,25500,34500,34500,30550,30550,29950,30450,29450,42150,36700,46000,15800,15200,16250,15600,14050,15300,13200
20/08/2021,11650,10550,10250,11650,11450,12950,12550,32000,32000,124300,127950,119450,25400,25400,34200,34200,30550,30550,29700,30250,29150,42050,36450,45400,15850,15250,16300,15700,14150,15350,13250
23/08/2021,11650,10650,10300,11700,11500,13000,12600,32250,32250,124050,127600,118600,25300,25300,33700,33700,30300,30300,28700,29350,28200,39500,34650,42550,15850,15250,16250,15650,14050,15300,13150
24/08/2021,11650,10650,10300,11700,11500,13000,12600,32350,32350,124050,127550,118600,25200,25200,33500,33500,30250,30250,28450,29050,28050,39000,34450,41550,15850,15250,16250,15650,14050,15300,13200
25/08/2021,11650,10650,10300,11700,11500,13000,12600,32400,32400,124000,127500,118550,25150,25150,33200,33200,30300,30300,28250,28750,27950,38650,34250,41350,15850,15300,16250,15650,14050,15300,13150
26/08/2021,11650,10650,10300,11700,11500,13000,12600,32550,32550,124150,127700,118750,25100,25100,32950,32950,30250,30250,28350,28900,28000,38050,34000,40550,15850,15300,16250,15650,14050,15250,13150
27/08/2021,11650,10650,10300,11700,11500,12950,12600,32800,32800,124100,127650,118650,25050,25050,32650,32650,30200,30200,28150,28700,27800,37950,33950,40250,15850,15350,16250,15700,14050,15300,13150
30/08/2021,11650,10650,10300,11700,11500,12950,12600,33150,33150,124050,127600,118650,24750,24750,32200,32200,30250,30250,28500,28900,28100,36950,34450,38800,15900,15350,16300,15700,14050,15250,13150
31/08/2021,11650,10650,10300,11700,11500,12950,12600,33350,33350,124050,127550,118650,24650,24650,32100,32100,30200,30200,28650,29050,28200,36800,34450,38450,15900,15350,16300,15700,14050,15250,13150
01/09/2021,11650,10650,10300,11700,11500,12950,12600,33700,33700,124100,127650,118650,24600,24600,31950,31950,30200,30200,28900,29250,28500,37150,34750,38450,15900,15350,16300,15700,14050,15300,13150
02/09/2021,11650,10650,10300,11700,11500,12950,12600,33900,33900,124050,127600,118650,24500,24500,31750,31750,30150,30150,28900,29250,28400,37000,34600,37900,15900,15400,16350,15750,14050,15250,13150
03/09/2021,11650,10650,10300,11700,11450,12950,12600,33950,33950,124050,127600,118650,24400,24400,31600,31600,30050,30050,28850,29150,28300,36500,34500,37100,15900,15350,16350,15750,14050,15250,13150
06/09/2021,11650,10650,10300,11700,11500,13000,12550,34200,34200,124100,127650,118750,24100,24100,31400,31400,29950,29950,28550,29000,28150,36850,35250,36900,15950,15400,16400,15750,14050,15250,13150
07/09/2021,11650,10650,10350,11700,11500,13000,12550,35850,35850,124100,127650,118600,24050,24050,31250,31250,29900,29900,28250,28200,28000,36700,34600,36700,15950,15400,16400,15800,14050,15300,13150
08/09/2021,11700,10650,10300,11700,11500,13000,12550,34400,34400,124000,127550,118550,23950,23950,31250,31250,29900,29900,28350,28300,28000,36900,34900,36850,16000,15400,16450,15800,14050,15250,13150
